date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,house_age,price_log,sqft_living_log,cluster,PCA1,PCA2,market_segment,city_freq
2014-05-02,463000.0,3.0,1.75,1710,7320,1.0,0,0,3,1710,0,1948-01-01,1994-01-01,Lake Forest Park,WA 98155,66,13.045484492893253,7.444833273892193,1,-0.775614537286897,-0.16872426728764112,Entry-Level / Affordable Urban Homes,0.007485689123734038
2014-05-02,1400000.0,4.0,2.5,2920,4000,1.5,0,0,5,1910,1010,1909-01-01,1988-01-01,Seattle,WA 98105,105,14.151983508870947,7.979681302387741,2,0.5235840274734536,1.6560928801019938,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,588500.0,3.0,1.75,2330,14892,1.0,0,0,3,1970,360,1980-01-01,,Sammamish,WA 98074,34,13.285333904916369,7.754052639035757,1,-0.3762337268594641,-0.4876339078106129,Entry-Level / Affordable Urban Homes,0.037648612945838836
2014-05-02,365000.0,3.0,1.0,1090,6435,1.0,0,0,4,1090,0,1955-01-01,2009-01-01,Seattle,WA 98106,59,12.807655372286902,6.994849985833071,1,-1.845550081603464,0.43017405640474204,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-02,1200000.0,5.0,2.75,2910,9480,1.5,0,0,3,2910,0,1939-01-01,1969-01-01,Seattle,WA 98105,75,13.997832948091215,7.976251943745623,2,1.5152168244166253,0.38702720080049335,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,242500.0,3.0,1.5,1200,9720,1.0,0,0,4,1200,0,1965-01-01,,Kent,WA 98042,49,12.398761113062513,7.0909098220799835,1,-1.2689973394479843,0.2212971343569642,Entry-Level / Affordable Urban Homes,0.040290620871862616
2014-05-02,419000.0,3.0,1.5,1570,6700,1.0,0,0,4,1570,0,1956-01-01,,Bellevue,WA 98007,58,12.945628585536271,7.359467638255621,1,-1.0955926771813267,0.3647734285462727,Entry-Level / Affordable Urban Homes,0.06142668428005284
2014-05-02,367500.0,4.0,3.0,3110,7231,2.0,0,0,3,3110,0,1997-01-01,,Auburn,WA 98092,17,12.814481318719762,8.042699496897637,2,1.5672875681426575,-0.6156814048374522,Mid-Market / Family-Oriented Homes,0.03852928225451343
2014-05-02,257950.0,3.0,1.75,1370,5858,1.0,0,0,3,1370,0,1987-01-01,2000-01-01,Des Moines,WA 98198,27,12.460524923385575,7.223295679562314,1,-0.7697928812795213,-0.6479194975820569,Entry-Level / Affordable Urban Homes,0.012769704975781594
2014-05-02,275000.0,3.0,1.5,1180,10277,1.0,0,0,3,1180,0,1983-01-01,2009-01-01,North Bend,WA 98045,31,12.524530013005734,7.074116816197362,1,-1.1346465201361149,-0.5702103044898095,Entry-Level / Affordable Urban Homes,0.011008366358432409
2014-05-02,750000.0,3.0,1.75,2240,10578,2.0,0,0,5,1550,690,1923-01-01,,Seattle,WA 98115,91,13.527829818844937,7.714677473800927,1,-0.8025789555620362,1.3243260220537538,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-02,435000.0,4.0,1.0,1450,8800,1.0,0,0,4,1450,0,1954-01-01,1979-01-01,Bellevue,WA 98006,60,12.983103608918753,7.280008252884188,1,-1.1202079413450743,0.7801261491452469,Entry-Level / Affordable Urban Homes,0.06142668428005284
2014-05-02,626000.0,3.0,2.25,1750,1572,2.5,0,0,3,1470,280,2005-01-01,,Seattle,WA 98102,9,13.347107247525049,7.467942332285852,2,-0.036106723855877515,-0.9257404889563763,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,612500.0,4.0,2.5,2730,12261,2.0,0,0,3,2730,0,1991-01-01,,Bothell,WA 98011,23,13.325305854052747,7.912423121473705,2,0.982093779813048,-0.45769160332135106,Mid-Market / Family-Oriented Homes,0.00726552179656539
2014-05-02,495000.0,4.0,1.75,1600,6380,1.0,0,0,3,1130,470,1959-01-01,1989-01-01,Seattle,WA 98125,55,13.112315061750808,7.3783837129967145,1,-0.27627936970253136,-0.009095248261275501,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-02,285000.0,3.0,2.5,2090,10834,1.0,0,0,4,1360,730,1987-01-01,,Federal Way,WA 98003,27,12.560247968016562,7.645397699428633,2,0.1847669508377436,-0.16449411451911972,Mid-Market / Family-Oriented Homes,0.03192426243945398
2014-05-02,615000.0,3.0,1.75,2360,7291,1.0,0,0,4,1360,1000,1948-01-01,,Seattle,WA 98136,66,13.329379172803593,7.766840537085513,1,-0.5798072749847498,0.46325592802381044,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-02,698000.0,4.0,2.25,2200,11250,1.5,0,0,5,1300,900,1920-01-01,,Kirkland,WA 98033,94,13.455975814408239,7.696667081526462,2,0.12188744672731519,1.5421398162119335,Mid-Market / Family-Oriented Homes,0.04117129018053721
2014-05-02,675000.0,5.0,2.5,2820,67518,2.0,0,0,3,2820,0,1979-01-01,2014-01-01,Issaquah,WA 98029,35,13.42246945133505,7.944846711001996,2,1.4524568019646815,-0.020267440144461024,Mid-Market / Family-Oriented Homes,0.04095112285336856
2014-05-02,790000.0,3.0,2.5,2600,4750,1.0,0,0,4,1700,900,1951-01-01,1999-01-01,Seattle,WA 98117,63,13.579789490265188,7.8636512654486515,2,0.190449662323414,0.27992111444988754,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,382500.0,4.0,1.75,1560,8700,1.0,0,0,4,1560,0,1967-01-01,,Kirkland,WA 98034,47,12.854486546624395,7.353081920515432,1,-0.32188247694805167,0.4789231165225041,Entry-Level / Affordable Urban Homes,0.04117129018053721
2014-05-02,499950.0,4.0,2.5,2860,3345,2.0,0,0,3,2190,670,2004-01-01,2003-01-01,Woodinville,WA 98072,10,13.122265372602016,7.95892649305011,2,1.0807571376492382,-0.5992172458746192,Mid-Market / Family-Oriented Homes,0.02509907529722589
2014-05-02,650000.0,4.0,2.0,1820,5000,1.5,0,1,3,1640,180,1945-01-01,2010-01-01,Seattle,WA 98115,69,13.384729180332174,7.507141079727608,2,0.1296619752204822,0.6271035336718194,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,625000.0,4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014-01-01,,Shoreline,WA 98155,0,13.345508528717259,7.944846711001996,2,1.116587069125188,-0.7156245384127792,Mid-Market / Family-Oriented Homes,0.027080581241743725
2014-05-02,400000.0,4.0,2.5,3630,42884,1.5,0,0,3,2300,1330,1979-01-01,2014-01-01,Auburn,WA 98092,35,12.899222326086994,8.197263371414335,2,1.1544406904945228,-0.27746894484378387,Mid-Market / Family-Oriented Homes,0.03852928225451343
2014-05-02,604000.0,3.0,2.5,3240,33151,2.0,0,2,3,3240,0,1995-01-01,,Federal Way,WA 98023,19,13.311331132544721,8.083637203141548,0,0.9223992421600928,0.24970798752625878,Premium / Luxury Homes,0.03192426243945398
2014-05-02,440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944-01-01,,Seattle,WA 98107,70,12.994532278619134,6.68586094706836,1,-2.6466194012093602,0.21374972046473628,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-02,287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992-01-01,,Maple Valley,WA 98038,22,12.567937598044296,7.523481312573497,2,0.5625627827975591,-0.34920720805772587,Mid-Market / Family-Oriented Homes,0.020915896081021578
2014-05-02,403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957-01-01,,Normandy Park,WA 98166,57,12.90669432231532,7.581209826196346,0,-0.23872244654065866,1.8836229525283195,Premium / Luxury Homes,0.003742844561867019
2014-05-02,750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955-01-01,2009-01-01,Seattle,WA 98116,59,13.527829818844937,7.779466967458324,0,0.42637487484739633,1.2440711437248184,Premium / Luxury Homes,0.3430206957287539
2014-05-02,335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978-01-01,2000-01-01,Fall City,WA 98024,36,12.721888795877375,7.365812837209472,1,-0.3084647736086454,-0.04937371067502172,Entry-Level / Affordable Urban Homes,0.0024218405988551297
2014-05-02,260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974-01-01,,Renton,WA 98055,40,12.468440756144114,7.300472814267799,2,-0.10505899490177545,0.33640479280088464,Mid-Market / Family-Oriented Homes,0.06406869220607662
2014-05-02,308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950-01-01,1983-01-01,Shoreline,WA 98155,64,12.639480363813412,6.7464121285733745,1,-2.569667980473244,0.15434333122433264,Entry-Level / Affordable Urban Homes,0.027080581241743725
2014-05-02,439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990-01-01,2009-01-01,Seattle,WA 98116,24,12.99441863605669,7.479299637782834,2,0.12840517412907565,-0.8071719979669807,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949-01-01,,Seattle,WA 98106,65,12.367345048436391,7.099201743553092,1,-2.1648811133247072,-0.9473955411887165,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-02,315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968-01-01,1997-01-01,Woodinville,WA 98077,46,12.660331092405906,7.057036981697891,1,-1.6712970820965127,-0.2922468344387263,Entry-Level / Affordable Urban Homes,0.02509907529722589
2014-05-02,437500.0,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977-01-01,,Issaquah,WA 98027,37,12.988834270491479,7.58629630715272,2,-0.13598020793776378,-0.0045918446479549235,Mid-Market / Family-Oriented Homes,0.04095112285336856
2014-05-02,407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996-01-01,,Renton,WA 98059,18,12.917798665647773,7.565793282428515,2,0.22620614822540444,-0.8626538828625243,Mid-Market / Family-Oriented Homes,0.06406869220607662
2014-05-02,445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001-01-01,,Seattle,WA 98107,13,13.007403602593786,7.147559271189454,2,-0.08634919274352465,-0.9830618426778786,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,838000.0,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001-01-01,,Redmond,WA 98052,13,13.63877457278093,8.105005537547246,2,1.1840148994661928,-0.5428356079423591,Mid-Market / Family-Oriented Homes,0.05129898723029502
2014-05-02,630000.0,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000-01-01,,Issaquah,WA 98027,14,13.353476685668044,7.905072849498666,2,1.24472020826794,-0.6162187636762809,Mid-Market / Family-Oriented Homes,0.04095112285336856
2014-05-02,550000.0,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979-01-01,2014-01-01,Sammamish,WA 98075,35,13.217675375388819,7.976251943745623,2,-0.20237017152480452,-0.44259247502767785,Mid-Market / Family-Oriented Homes,0.037648612945838836
2014-05-02,805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929-01-01,,Seattle,WA 98115,85,13.598598798635953,7.905072849498666,1,-0.3321861642168188,0.6467286572433313,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-02,284000.0,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968-01-01,1997-01-01,Carnation,WA 98014,46,12.556733038263905,7.496097345175956,1,-0.6401231362525005,-0.38952386363897984,Entry-Level / Affordable Urban Homes,0.0048436811977102595
2014-05-02,470000.0,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976-01-01,,Bothell,WA 98011,38,13.060490101343552,7.701200180857446,2,1.242498192603907,-0.022842413336254697,Mid-Market / Family-Oriented Homes,0.00726552179656539
2014-05-02,430000.0,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954-01-01,1979-01-01,Bellevue,WA 98006,60,12.971542813248437,7.560601162768557,1,-0.4424944764186457,0.7134422239386817,Entry-Level / Affordable Urban Homes,0.06142668428005284
2014-05-02,491500.0,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968-01-01,1997-01-01,Auburn,WA 98092,46,13.105219253155285,7.692113339595466,0,0.3030158797015672,0.9581114322045401,Premium / Luxury Homes,0.03852928225451343
2014-05-02,785000.0,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006-01-01,,Snoqualmie,WA 98065,8,13.573440270649085,8.205491613120236,0,2.7522587984240303,0.569512642791232,Premium / Luxury Homes,0.015191545574636724
2014-05-02,385000.0,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008-01-01,,Seattle,WA 98199,6,12.861001210669146,7.186144304522325,2,0.6559709139701277,-1.2209158157287239,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,295000.0,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009-01-01,,Seattle,WA 98106,5,12.59473402514672,7.396948602621014,2,-0.349081815019889,-1.3321431868873037,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-02,555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012-01-01,1912-01-01,Snoqualmie,WA 98065,2,13.22672519452875,8.105005537547246,2,1.2358750956565367,-0.6685406840365739,Mid-Market / Family-Oriented Homes,0.015191545574636724
2014-05-02,459990.0,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013-01-01,1923-01-01,North Bend,WA 98045,1,13.038962203056485,7.893945138235959,2,0.5700842570206157,-1.007283455506656,Mid-Market / Family-Oriented Homes,0.011008366358432409
2014-05-02,625000.0,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,2007-01-01,,Renton,WA 98059,7,13.345508528717259,7.912423121473705,2,1.7358347661246767,-0.8042322216152096,Mid-Market / Family-Oriented Homes,0.06406869220607662
2014-05-02,300000.0,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006-01-01,,Kent,WA 98042,8,12.611541086966115,7.840312983320164,2,0.4939789868438227,-0.9354026407973904,Mid-Market / Family-Oriented Homes,0.040290620871862616
2014-05-03,625000.0,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012-01-01,1912-01-01,Renton,WA 98059,2,13.345508528717259,7.979681302387741,2,1.3612566186986945,-0.7420650127758894,Mid-Market / Family-Oriented Homes,0.06406869220607662
2014-05-03,553000.0,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944-01-01,,Seattle,WA 98117,70,13.223115088821102,6.803505257608338,1,-2.4890855448694262,-0.3517211961407863,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-03,379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986-01-01,,Issaquah,WA 98027,28,12.847613324763659,7.409136443920128,2,-0.009827101804005756,-0.18880733209332656,Mid-Market / Family-Oriented Homes,0.04095112285336856
2014-05-03,310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973-01-01,,Snoqualmie,WA 98065,41,12.644330802262578,6.918695219020472,1,-1.8218923417371358,0.2129543576830517,Entry-Level / Affordable Urban Homes,0.015191545574636724
2014-05-04,775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004-01-01,2003-01-01,Redmond,WA 98053,10,13.560619598657233,7.893945138235959,2,0.026773739419745868,-1.1998202493981154,Mid-Market / Family-Oriented Homes,0.05129898723029502
2014-05-04,365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988-01-01,,Renton,WA 98058,26,12.807655372286902,7.696667081526462,2,0.16770096034922968,0.4151018659117285,Mid-Market / Family-Oriented Homes,0.06406869220607662
2014-05-04,331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990-01-01,2009-01-01,Auburn,WA 98092,24,12.712742646644651,7.836369760545124,0,1.200980883297585,0.5648271226610908,Premium / Luxury Homes,0.03852928225451343
2014-05-04,783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980-01-01,,Seattle,WA 98122,34,13.571527617101584,7.955425088912672,2,0.46391414675563336,-0.6208677096808523,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-04,628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900-01-01,2005-01-01,Seattle,WA 98122,114,13.350297037805756,7.732369222284388,2,-0.04384330832760187,0.6641253977337012,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-05,560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987-01-01,2000-01-01,Sammamish,WA 98074,27,13.235693848424024,7.550135342488429,2,0.17119103628569274,-0.7621729651610161,Mid-Market / Family-Oriented Homes,0.037648612945838836
2014-05-05,900000.0,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,1928-01-01,1954-01-01,Kirkland,WA 98033,86,13.710151153416941,7.193685818395112,1,-1.7500570730669298,0.18553439268471505,Entry-Level / Affordable Urban Homes,0.04117129018053721
2014-05-05,531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000-01-01,,Seattle,WA 98103,14,13.182519183461475,7.147559271189454,2,-0.13973788824339212,-1.3761517575908884,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-05,831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982-01-01,2011-01-01,Seattle,WA 98112,32,13.630386277206295,7.682943169878292,2,1.1444536076816854,0.08457948586011022,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-05,780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996-01-01,,Sammamish,WA 98074,18,13.567050480716235,7.912423121473705,0,1.2903911640632477,0.5077658604108541,Premium / Luxury Homes,0.037648612945838836
2014-05-05,755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960-01-01,2001-01-01,Bellevue,WA 98005,54,13.534474352733596,7.659642954564682,2,0.5698018795640278,0.44159609317327786,Mid-Market / Family-Oriented Homes,0.06142668428005284
2014-05-05,705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003-01-01,,Issaquah,WA 98029,11,13.466493361349034,7.820439515262181,2,0.46386330038725654,-0.9041258417168461,Mid-Market / Family-Oriented Homes,0.04095112285336856
2014-05-05,627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973-01-01,2013-01-01,Issaquah,WA 98027,41,13.348703414510117,7.596392304064196,2,0.4171399395135885,-0.24523503544575348,Mid-Market / Family-Oriented Homes,0.04095112285336856
2014-05-05,865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998-01-01,2006-01-01,Sammamish,WA 98075,16,13.670485941982712,8.213652703029998,2,1.7093945592075566,-0.6012478090301252,Mid-Market / Family-Oriented Homes,0.037648612945838836
2014-05-05,580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942-01-01,,Seattle,WA 98118,72,13.270785106659046,7.840312983320164,1,-1.791218373512667,0.9945153357968555,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-05,410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978-01-01,2000-01-01,Issaquah,WA 98027,36,12.923914877701906,7.496097345175956,2,-0.20375714480225723,-0.029664629281708765,Mid-Market / Family-Oriented Homes,0.04095112285336856
2014-05-05,485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979-01-01,,Kirkland,WA 98034,35,13.091906231773164,7.75833346749091,2,1.1908999251826595,0.13026752493181615,Mid-Market / Family-Oriented Homes,0.04117129018053721
2014-05-05,400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948-01-01,,Shoreline,WA 98155,66,12.899222326086994,7.65491704784832,1,-1.0446679726903185,-1.0155975981701864,Entry-Level / Affordable Urban Homes,0.027080581241743725
2014-05-05,549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908-01-01,,Seattle,WA 98112,106,13.215855541983634,7.039660349862076,1,-2.5949855701739724,1.2619377739121027,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-05,620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005-01-01,,Kirkland,WA 98033,9,13.3374763699232,7.300472814267799,1,-0.6229046815609486,-0.8419435687162463,Entry-Level / Affordable Urban Homes,0.04117129018053721
2014-05-05,405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006-01-01,,Seattle,WA 98136,8,12.91164481522143,7.252053951852814,2,-0.027469762012947117,-1.4289104953557872,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-05,232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958-01-01,1972-01-01,Des Moines,WA 98198,56,12.354496960983985,7.0909098220799835,1,-2.2550840462495434,0.1150361195832238,Entry-Level / Affordable Urban Homes,0.012769704975781594
2014-05-05,800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990-01-01,,Kirkland,WA 98033,24,13.593450169816983,8.064950891749143,2,1.5378578993862315,0.45546433706225775,Mid-Market / Family-Oriented Homes,0.04117129018053721
2014-05-05,650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949-01-01,1985-01-01,Seattle,WA 98177,65,13.384729180332174,7.6783263565068856,1,-0.5876082693841368,1.515599770911266,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-05,823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908-01-01,,Seattle,WA 98122,106,13.620712694725297,7.979681302387741,2,0.9053053437242926,1.8387224649903329,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-05,770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939-01-01,1989-01-01,Seattle,WA 98112,75,13.554147092530322,7.762596048540069,1,-0.3995469160060212,0.5108978174556666,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-05,524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944-01-01,,Seattle,WA 98199,70,13.169248871698304,7.353081920515432,1,-0.9311968806093593,0.4463746012964087,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-05,541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960-01-01,2001-01-01,Bellevue,WA 98006,54,13.201407432744421,7.916078096302786,2,1.5028769127862414,0.7212096727174002,Mid-Market / Family-Oriented Homes,0.06142668428005284
2014-05-05,670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909-01-01,1998-01-01,Seattle,WA 98105,105,13.415034483903348,7.427144133408616,1,-0.29539101848066984,0.11058453045596484,Entry-Level / Affordable Urban Homes,0.3430206957287539
2014-05-05,384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968-01-01,1997-01-01,Federal Way,WA 98023,46,12.860741437345885,8.036249942132116,2,1.4740559582810777,0.11926486491253074,Mid-Market / Family-Oriented Homes,0.03192426243945398
2014-05-05,406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005-01-01,,Seattle,WA 98103,9,12.91435717611903,7.252053951852814,2,-0.20961285098351812,-0.9583994883127684,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-05,1395000.0,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971-01-01,,Seattle,WA 98105,43,14.148405690083225,8.296795865770052,0,2.6183993478461653,1.583967551653507,Premium / Luxury Homes,0.3430206957287539
2014-05-05,736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000-01-01,,Renton,WA 98059,14,13.509665872657152,8.064950891749143,0,1.5741958932268425,0.996426971820112,Premium / Luxury Homes,0.06406869220607662
2014-05-05,570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975-01-01,,Redmond,WA 98052,39,13.25339339419516,7.606387389772652,2,-0.06627748726821975,-0.5619648764048316,Mid-Market / Family-Oriented Homes,0.05129898723029502
2014-05-05,787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961-01-01,2004-01-01,Bellevue,WA 98004,53,13.575984798046763,7.193685818395112,1,-0.9161685108247694,-0.35527770684565696,Entry-Level / Affordable Urban Homes,0.06142668428005284
2014-05-05,328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998-01-01,2006-01-01,Auburn,WA 98092,16,12.700771936142122,7.771067086065406,2,0.90149007996144,-0.5590696942134535,Mid-Market / Family-Oriented Homes,0.03852928225451343
2014-05-05,435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942-01-01,1958-01-01,Seattle,WA 98133,72,12.983103608918753,7.518064181233078,2,0.4198292186734782,1.030395310964818,Mid-Market / Family-Oriented Homes,0.3430206957287539
2014-05-05,499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006-01-01,,Snoqualmie,WA 98065,8,13.120363378739663,7.976251943745623,2,1.1041104589677564,-0.6194517678108431,Mid-Market / Family-Oriented Homes,0.015191545574636724
2014-05-05,501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963-01-01,2008-01-01,Bellevue,WA 98008,51,13.124363376072994,7.635786861395585,1,-0.7288581910036445,0.14782992529387684,Entry-Level / Affordable Urban Homes,0.06142668428005284
